ID_Number,Date,AM_PM,Route_Number,Q1_1,Q1_2,Q1_3,Q1_4,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3Specified,Q4_1,Q4_2,Q4_3,Q4_4,Q4Specified,Q5Start,Q5End,Q6,Duration.of.Trip,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_5Specified,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11Specified,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_10Specified,Q13,Q14,Q15,Q16,Q16Specified,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q25Specified,Q26,Q26Specified,Q27,Q27Specified,Q27English,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q33
408,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,130,More than 120 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,3,Not at all satisfied,4,Not at all satisfied,Not at all satisfied,3,3,Not at all satisfied,4,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,2,2,3,2,3,4,GBO,Male,18,African American,,In the United States,,Yes,NA,NA,1,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly",No,"Yes, use regularly",No
409,4/15/2013,pm,2,Express Route,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,NA,No,Unsure,,Extremely likely,2,Not at all satisfied,Completely satisfied,NA,Not at all satisfied,4,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,3,3,3,Completely satisfied,3,4,3,Extremely important,Not at all important,Not at all important,GBO,Female,23,African American,,In the United States,,No,,,6,3,"$50,000 to less than $75,000",Yes,Yes,NA,No,Yes,Yes,"Yes, but don't use regularly",No,"Yes, but don't use regularly",Yes
410,4/15/2013,pm,2,Express Route,BUS Bus Service,NA,NA,Every day,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,55,45-60 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,Yes,,Extremely likely,2,3,3,Not at all satisfied,2,3,2,3,4,3,2,3,2,Not at all satisfied,2,4,Not at all important,3,3,3,Extremely important,IYV,Male,18,African American,,In the United States,,No,,,6,2,"$25,000 to less than $35,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, use regularly","Yes, use regularly",No
411,4/15/2013,pm,2,Express Route,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,Other,NA,,,63,60-90 Minutes,No,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,2,Not at all satisfied,3,2,3,3,3,3,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,2,2,2,4,3,3,3,3,Extremely important,IYV,Male,18,African American,,In the United States,,Yes,Spanish,NA,5,1,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, use regularly","Yes, use regularly",No
412,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,School,NA,NA,,,,90,90-120 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,No,I just prefer cash,Not at all likely,3,3,NA,3,2,3,3,Not at all satisfied,4,4,3,3,4,2,3,4,3,3,4,2,2,FUJ,Male,21,African American,,In the United States,,No,,,3,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",No
413,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,School,NA,NA,,,,60,60-90 Minutes,Yes,NA,NA,NA,NA,Other,one bus to another,More than 20 minutes,Sometimes,NA,NA,NA,NA,NA,NA,Some other way,BUS online,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,2,4,Completely satisfied,4,Completely satisfied,NA,2,4,3,4,4,4,4,3,4,NA,Extremely important,4,4,4,4,4,GBO,Male,29,African American,,In the United States,,No,,,3,1,"$35,000 to less than $50,000",No,No,No,No,No,No,No,No,No,No
414,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Not at all satisfied,3,Completely satisfied,3,Not at all satisfied,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,4,2,Not at all satisfied,3,4,4,4,Extremely important,3,3,OFS,Female,23,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,No,Yes,Yes,No,No,"Yes, use regularly",No
415,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,45,45-60 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,3,3,3,2,2,4,2,2,3,3,2,3,3,3,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,OCC,Male,21,African American,,In the United States,,No,,,2,2,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,No,No,"Yes, but don't use regularly",NA
416,4/15/2013,pm,2,Express Route,BUS Bus Service,Trolley,NA,Every day,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,GBO,Female,30,African American,,In the United States,,Yes,NA,NA,1,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",Yes
417,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Unsure,,4,2,2,4,4,2,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,4,Completely satisfied,4,Completely satisfied,4,4,3,2,4,3,Not at all important,OFS,Female,61,Caucasian,,In the United States,,No,,,4,1,"$50,000 to less than $75,000",Yes,Yes,NA,Yes,Yes,Yes,"Yes, but don't use regularly",No,No,No
418,4/15/2013,pm,2,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,Walk,Taxi,Get a ride in someone else's car,NA,NA,,NA,School,NA,NA,,,,39,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,NA,Ask the driver,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,NA,10 ride tickets,NA,NA,,No,No,No,No,don't have one,Extremely likely,Completely satisfied,Completely satisfied,3,Not at all satisfied,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,OYS,Male,24,African American,,In the United States,,No,,,2,1,"Less than $25,000",Yes,Yes,No,No,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
419,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,120,More than 120 Minutes,Yes,Walk,NA,NA,NA,NA,,15-20 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,Extremely likely,2,Not at all satisfied,Completely satisfied,3,2,4,2,3,Completely satisfied,Completely satisfied,4,Completely satisfied,4,Not at all satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,4,GBO,Male,25,African American,,Outside the United States,Germany,No,,,2,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
420,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,Printable schedules online,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,Yes,No,Unsure,,Not at all likely,2,2,Completely satisfied,4,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,2,4,Extremely important,Extremely important,4,Extremely important,Extremely important,Not at all important,OCC,Female,24,African American,,In the United States,,No,,,7,7,"Less than $25,000",No,No,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
421,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,45,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,No,Just wouldn't,Not at all likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Not at all satisfied,3,2,4,2,2,2,4,2,4,2,4,2,2,3,2,FUJ,Male,47,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
422,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,45,45-60 Minutes,No,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,NA,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,NA,2,2,3,3,2,2,2,Not at all satisfied,3,2,2,Not at all important,2,2,3,JRY,Female,22,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,Yes,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly",No,No
423,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,145,More than 120 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,4,2,3,3,3,3,IYV,Female,55,African American,,In the United States,,No,,,1,1,"$25,000 to less than $35,000",Yes,Yes,Yes,No,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
424,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,90,90-120 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,BUS or Google’s online Trip Planner,NA,Ask another rider,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,10 ride tickets,NA,NA,,No,No,No,Yes,,Extremely likely,2,2,Completely satisfied,3,3,4,4,Completely satisfied,3,3,3,4,Completely satisfied,Completely satisfied,4,Extremely important,Extremely important,Extremely important,4,4,Extremely important,ECA,Female,21,African American,,In the United States,,Yes,NA,Very well,2,2,"Less than $25,000",No,Yes,No,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
425,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,35,30-45 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,Printable schedules online,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,Yes,No,No,NA,Not at all likely,3,Not at all satisfied,4,2,Not at all satisfied,Completely satisfied,3,3,Completely satisfied,4,4,4,4,2,Completely satisfied,Extremely important,Extremely important,Extremely important,4,4,Extremely important,OCC,Female,30,African American,,In the United States,,Yes,English,Very well,3,3,NA,Yes,Yes,Yes,Yes,No,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
426,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,Call customer service,Ask another rider,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,2,Not at all satisfied,Completely satisfied,4,4,2,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,4,4,Completely satisfied,Completely satisfied,NA,Not at all important,Extremely important,4,Extremely important,Extremely important,4,FUJ,Male,59,African American,,In the United States,,No,,,2,2,"$25,000 to less than $35,000",NA,No,No,Yes,Yes,No,No,No,No,No
427,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,Taxi,Get a ride in someone else's car,Bicycle,NA,,Work,NA,NA,Other,Home,,,67.5,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,No,No,No,Yes,,Extremely likely,2,Not at all satisfied,Completely satisfied,4,2,2,3,Completely satisfied,Completely satisfied,Completely satisfied,3,2,2,Not at all satisfied,3,Extremely important,Extremely important,3,Extremely important,Extremely important,Extremely important,NPY,Male,23,African American,,In the United States,,No,,,2,1,"$50,000 to less than $75,000",Yes,Yes,No,No,Yes,Yes,"Yes, but don't use regularly",No,"Yes, but don't use regularly",No
428,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,Bicycle,NA,,Work,NA,NA,NA,,,,NA,,Yes,NA,NA,Dropped off,NA,NA,,10-15 minutes,Sometimes,NA,NA,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,NA,No,Yes,,3,NA,NA,NA,NA,NA,Completely satisfied,NA,4,3,3,NA,NA,3,2,NA,2,Not at all important,4,Not at all important,2,NA,FUJ,Male,54,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,2,2,Not at all satisfied,3,2,4,Completely satisfied,2,3,2,NA,2,2,3,3,2,4,Not at all important,4,3,3,IOV,Male,19,African American,,In the United States,,No,,,3,1,"$50,000 to less than $75,000",Yes,Yes,NA,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",No
430,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,Yes,,2,3,2,3,2,3,4,3,2,3,2,3,2,3,Not at all satisfied,4,4,3,3,4,2,Not at all important,WOG,Female,22,African American,,In the United States,,No,,,2,1,"$25,000 to less than $35,000",Yes,Yes,No,No,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
431,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,15-20 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,Yes,No,Tickets are just fine,Extremely likely,4,NA,4,4,4,4,Completely satisfied,Completely satisfied,4,4,4,4,3,3,4,Extremely important,4,3,4,4,Not at all important,IYV,Male,19,African American,,In the United States,,No,,,4,1,"$25,000 to less than $35,000",Yes,Yes,No,No,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, use regularly",No
432,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekend,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Home,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,In the United States,,No,,,2,1,"Less than $25,000",Yes,No,No,No,Yes,Yes,No,No,No,Yes
433,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,Taxi,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,NA,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,4,4,3,3,3,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,2,Completely satisfied,4,4,Not at all important,Extremely important,3,Extremely important,OFS,Female,50,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,Yes,Yes,No,"Yes, but don't use regularly",No,"Yes, but don't use regularly",No
434,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,School,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,Yes,Yes,,Extremely likely,2,3,2,Not at all satisfied,Not at all satisfied,2,Not at all satisfied,3,4,4,4,3,3,2,3,4,4,4,4,Extremely important,3,GBO,Female,24,African American,,In the United States,,No,,,5,2,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, but don't use regularly",No
435,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,Yes,No,No,Don’t use bank/debit cards,Not at all likely,Completely satisfied,4,Completely satisfied,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,4/15/2013,pm,2,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,Walk,NA,Get a ride in someone else's car,Bicycle,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,ECA,Male,30,African American,,In the United States,,No,,,2,2,"$25,000 to less than $35,000",Yes,No,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
437,4/15/2013,pm,4,NA,BUS Bus Service,NA,NA,Every weekend,NA,NA,NA,NA,Bicycle,NA,,NA,School,NA,NA,,,,NA,,Yes,NA,NA,Dropped off,NA,NA,,15-20 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,Ask another rider,Some other way,I check on Internet,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,Yes,No,No,Yes,,3,Completely satisfied,4,4,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,2,3,NA,4,2,3,NA,2,Not at all important,3,2,4,Extremely important,LKO,Female,24,African American,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,4/15/2013,pm,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,Something else,NA,Work,NA,Medical Appointment,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,Yes,No,Not employed,Unsure,,4,Completely satisfied,4,4,4,3,4,4,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,3,NA,4,3,3,3,Extremely important,Extremely important,OCC,Male,50,African American,,In the United States,,NA,,,1,1,"Less than $25,000",Yes,Yes,No,NA,No,Yes,"Yes, but don't use regularly",NA,"Yes, but don't use regularly",Yes
439,4/15/2013,pm,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Shopping,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,No,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,4/15/2013,pm,4st,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,Bicycle,NA,NA,NA,,5-10 minutes,NA,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,4,3,3,Not at all satisfied,Not at all satisfied,3,NA,4,4,2,4,Completely satisfied,3,2,3,4,3,2,2,2,3,ECA,Male,20,African American,,In the United States,,Yes,NA,NA,2,2,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
441,4/15/2013,pm,4st,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,10,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,Ask the driver,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,Yes,No,No,I don’t have a card,3,2,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,2,Not at all satisfied,Not at all satisfied,2,2,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,4/15/2013,pm,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,Taxi,NA,NA,NA,,NA,NA,NA,Other,Grocery,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,10 ride special tickets,NA,,Yes,No,Not employed,Unsure,,Not at all likely,Not at all satisfied,Completely satisfied,2,2,Completely satisfied,Completely satisfied,4,Not at all satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,Completely satisfied,2,4,4,Extremely important,Not at all important,Extremely important,2,Not at all important,NA,Female,66,Caucasian,,In the United States,,No,,,5,5,"Less than $25,000",Yes,Yes,No,Yes,No,No,No,No,No,No
